order_id,order_date,customer_id,product_category,price,quantity
e25342cd-946d-4ba0-bc7e-1ac3a18beb16,2023-01-01,5978.0,Home,110.78,3
95498143-db75-4c80-9bb4-16e0c43c20a1,2023-12-06,6491.0,Clothing,103.57,-4
c144fa59-2db3-465c-911d-74f57572873e,2023-02-07,8461.0,Clothing,202.83,2
4796cc89-d83b-43ea-8edf-520c84565565,2023-12-23,9486.0,Electronics,335.45,8
fbc3cddb-1b6d-43d1-b8e7-22c5ebbcf6d7,2023-09-16,7991.0,Clothing,133.3,9
50b1f054-5bc3-478b-bdce-4624dd61d038,2023-08-14,2269.0,Home,73.5,4
1db78590-eca0-43b0-9ed7-0e1e5c06616a,2023-10-05,8633.0,Toys,473.3,-1
6f9534c8-8514-49e3-aabc-48135e5bcbed,,6763.0,Toys,400.93,5
3f7d950d-66a8-4fa4-923f-27641ab83589,,6507.0,Clothing,490.46,10
45759ca3-07dd-4e35-a0fa-2b325a8f9c67,,8022.0,Electronics,230.08,5
5457ff0c-b1b6-404a-b108-dcc8655f99b5,2023-05-10,2341.0,Electronics,326.82,1
f8c5896d-e6c7-494f-b145-e8803bc49f40,2023-01-11,3496.0,Electronics,351.24,10
2a537060-9cb0-472f-b307-0304d7db48ac,2023-03-25,6096.0,Home,190.78,10
381813e2-c544-4d79-b35c-724b9740500b,2023-02-22,5941.0,Electronics,25.33,2
3e209628-2f7b-445b-ab12-851d145e3eb4,2023-08-04,9031.0,Toys,368.23,9
85563aee-36bc-44a2-97e5-bda368404e55,2023-10-31,5397.0,Electronics,376.49,6
8de0d04f-3be4-4ce4-9ef5-37513498e1b9,2030-02-11,3979.0,Home,352.09,4
0ee6f508-bdc1-4149-b17d-2cabc9ca7124,2023-09-08,4937.0,Toys,0.0,4
1eaa4a7f-4941-4832-a691-cb6ddb836485,2023-08-31,9698.0,Home,156.78,6
0de6e593-0591-48df-a2a5-5e074d9af724,2023-12-20,4033.0,Home,264.7,4
663f9974-4ba0-48a0-9ba4-104fc0a35d0c,2023-06-04,1231.0,Electronics,350.22,8
47d990ff-d23f-4d1a-bfa6-1cb139257d0b,,5658.0,Clothing,431.55,8
adbed655-b780-48f5-a3bd-d63487e87ea1,2023-01-28,3485.0,Home,281.25,10
6693034a-3311-4e20-9257-ac9215331b0d,2023-08-19,8253.0,Toys,306.77,4
930fdd32-d7e1-4675-bbd6-c59970a46f63,2023-02-11,3573.0,Clothing,-27.93,4
fb920308-ab7a-4f7a-abec-6bcc756a913d,2023-08-21,2166.0,Clothing,325.58,2
a2c9f3ef-26cb-47dc-86a4-1874a8d5d966,2023-11-01,5728.0,Home,252.73,1
5a99eb66-87b8-49a1-ac4b-24187217b747,2023-11-06,5102.0,Electronics,138.41,8
6f67995d-471d-46e1-b59b-b53d8c725070,2023-05-23,3973.0,Toys,207.13,3
78b34e78-c0a2-4860-8518-aeef1bfcda56,2023-05-28,7561.0,Toys,62.38,1
15e6fa2e-1d90-4fe1-9033-05950d3984cf,2023-07-31,1888.0,Toys,105.76,8
a0f9337d-8391-4451-8890-87e8be1204a3,2023-01-15,4920.0,Electronics,496.17,2
3953151b-340c-4221-9b34-fa63e9bdf2bc,2023-05-30,9337.0,Toys,277.88,9
ee4aeca3-0145-4720-889d-3f2960a013c5,2023-02-05,5526.0,Home,411.17,10
39e57f6b-f90d-4543-b06b-6179f7549790,2023-03-18,8316.0,Toys,98.38,4
07455e3d-5507-4379-9b12-126f13611223,2023-06-12,8749.0,Toys,327.75,3
17f08ae6-fb2c-46ba-afb6-e439e245a9cd,2023-02-21,8213.0,Electronics,329.12,5
546841ac-e254-43bc-9d57-d9b79ac5f2b2,2023-11-29,2315.0,Toys,444.28,10
42deb33f-3d29-48ec-beb1-6bde59066d43,2023-05-28,4727.0,Electronics,54.75,1
a516216f-d613-49ef-9185-03215e2863f1,2030-01-08,5806.0,Clothing,397.3,7
f30b5d1f-f605-4e65-be19-ee8da46c7acd,2023-10-26,3344.0,Toys,0.0,9
45705501-77a1-4141-8adf-f262329399c8,2023-06-26,5901.0,Home,499.69,7
87ae5784-4bdc-433d-9b9f-fe23ce8d67df,2023-12-25,5837.0,Toys,344.47,10
2cfd2f0c-43b1-4e86-b48b-fd6043aadfcf,2023-05-27,4770.0,Clothing,361.86,2
975836a6-be83-46db-a148-36fba6c3912a,2023-06-08,8222.0,Clothing,375.0,9
947306c4-5d9d-4270-8016-7ad8c437f4e4,2023-09-14,5465.0,Toys,435.85,2
015d7db3-ca07-4219-86d1-55ac275f5a17,2023-12-13,7511.0,Home,135.91,5
e90f7f57-3a13-4b6e-b08c-81d4b16046a9,2023-07-10,2775.0,Home,36.29,5
23235035-e0b8-47d1-864c-53edc34c9567,2023-01-24,1609.0,Electronics,197.38,9
4f17302c-dffc-40e0-884b-019a5d297f9a,2023-03-21,7797.0,Toys,346.69,4
33cbc1ba-f3d1-4842-a56a-5dbe6b6e408d,2023-12-18,7018.0,Home,484.26,2
6af0be0e-d201-4f31-9a4e-1d3e31403219,2023-11-02,1349.0,Clothing,415.76,4
000ff1b8-5151-4ef2-babe-2aad3cea2cb5,2023-11-02,1046.0,Clothing,59.41,6
ad9a75b6-a8f5-43c3-9dd5-ae7f3ef889f9,2023-06-15,1258.0,Clothin,36.46,10
de43d41f-6f27-4c48-9c20-79a0d353bc56,2023-11-11,1710.0,Home,35.11,2
a730a465-19f1-4d0a-b875-bf4181bda038,2023-02-07,2323.0,Clothing,276.44,9
de4e591c-44a7-4b49-ad67-2669e02178fc,2023-08-09,2624.0,Clothing,209.84,2
8e495a45-6e24-4265-8185-f924369c02e8,2023-05-11,7132.0,Toys,51.15,3
dafa07e3-4619-4633-a328-768131381dcc,2023-10-15,6400.0,Toys,484.36,10
7b1beff8-7678-4c51-8d87-e93692351274,2023-09-04,4674.0,Home,116.95,10
4a483567-f2cf-42ce-8550-b38e5268d2da,2023-01-14,5381.0,Home,94.8,2
bbb817e4-1242-4689-9429-62c0388761fc,2023-01-16,2503.0,Toys,159.26,10
b334d1b7-5256-449f-82dd-3c86cf82d37d,2023-03-22,1815.0,Toys,140.22,7
fef58413-66ad-4804-8630-7df5f6d48100,2023-10-31,8972.0,Clothing,8.81,3
5b221ab7-5f9a-4ed6-bd34-70a383ba40b5,2023-03-03,1126.0,Clothing,252.63,2
4fa19c9e-4450-4003-8005-9c9ac7bb5c2c,2023-08-12,1307.0,Home,356.2,1
6966d586-1d86-4f4c-8f31-ba00a8ff3be0,2023-11-13,8538.0,Electronics,220.66,5
ef1e599e-a046-4662-b2aa-6350c1548aca,2023-03-28,2251.0,Clothing,365.05,4
0d6743a8-bc6a-4543-bf91-ae20e6cf7aa9,2023-03-30,3504.0,Clothing,234.66,10
07fb16e5-2b80-4860-9417-6f752ba297b7,2023-06-15,6179.0,Toys,297.75,8
5c999f0b-2aaf-4b47-a1a3-7a3d72624e4d,2023-05-27,2257.0,Electronics,234.04,1
6d516ca2-822e-40fc-b89c-c9e54fe64bf9,2023-11-30,4084.0,Clothing,406.43,2
c058a15f-d980-4a6c-80dc-c120b89bffe5,2023-05-07,8172.0,Clothing,196.77,1
80dc27aa-162f-4d07-948e-927ed81e7668,2023-02-03,6401.0,Home,482.38,2
1e5fa1b9-93d1-42ba-a1df-6e88029cc3d9,2023-06-29,6082.0,Toys,46.94,6
1817ac9d-d8cd-4ff7-ab65-f2224dbae39d,2023-12-17,9624.0,Home,-34.87,8
12c00d8f-9c12-42d7-9649-cbf59d0a5945,2023-03-21,2264.0,Electronics,310.93,3
03ff7ff0-f0ac-40a0-b770-157a3fbba211,2023-03-26,8170.0,Clothing,377.43,4
0e3e7372-41e7-4174-81aa-c0fcf7d0bcb8,2023-08-29,4178.0,Toys,194.03,4
99800805-f28c-431a-a49c-75b9173510fd,2023-05-09,1854.0,Electronics,66.72,8
af970ee9-762e-4ce8-82ef-fca341211498,2023-08-12,2502.0,Toys,210.37,7
8f5c4ca7-06cb-4ca7-9cbc-cfec05b1c468,2023-01-15,6221.0,Home,147.01,3
31917bf1-e490-4bd1-afe5-890ea00b9126,2023-11-12,1086.0,Clothing,364.98,5
51c46cb7-3518-4e3f-825a-fe6e93597557,2023-05-03,7878.0,Electronics,300.39,-1
da9fc2bb-91de-4010-9a36-c7c309ebf5de,2023-05-30,,Toys,264.12,9
a1dbb63b-59b7-412b-a4e3-42d2d6a9062b,2023-10-11,1333.0,Toys,13.04,2
5b6c1865-da7a-454a-8987-83a5e288e4c2,2023-06-20,3185.0,Clothing,490.51,3
ad269f23-2fd2-41bd-b828-737aaf4e7338,2023-08-23,1605.0,Clothing,158.49,8
eab5f0cb-6790-4b36-bfcf-4aa9efe0778e,2023-04-08,5687.0,Home,221.29,7
b3b2e96b-675f-4364-82ef-71b74f52b760,2023-12-21,9151.0,Home,44.07,9
4f4cf983-8d8c-4b51-abd6-6cf953172bbc,2023-06-17,5843.0,Toys,226.33,10
d1452717-b8c4-4b65-840a-750fb9805807,2023-01-30,2229.0,Clothing,305.75,2
b9d3ad94-22e1-4c47-96e4-35719dae1fc3,2023-07-05,7272.0,Clothing,189.15,9
bb905a29-2104-412c-b657-96152576774e,2023-05-23,5089.0,Clothing,283.03,8
745a2964-0524-4e32-b017-b4d60f20d776,2023-12-22,9047.0,Electronics,225.33,6
a07ae5b7-ab6b-4323-b521-4b28a9f858fc,2023-10-09,9882.0,Clothing,320.66,2
ab09f136-cdfd-47bb-9085-ca4fd7582245,2023-05-02,9094.0,Home,69.24,7
1f52908d-8242-410f-a9a2-d00ce9f9f9f6,2023-09-27,7730.0,Electronics,41.71,3
b5e2e3dd-36b3-4752-98e2-bfb723b51d3b,2023-11-24,3981.0,Electronics,155.54,4
a3dcbae5-ebcf-492b-af5b-3b5e052439b1,2023-05-26,2292.0,Home,269.07,10
470953e2-23fa-440d-8c7f-7b6c50ed7f01,2023-11-06,6531.0,Electronics,386.66,10
a00826ac-deed-4c44-870a-4c9055793168,2023-09-12,9938.0,Toys,206.02,3
df9ecf4b-a85b-4624-93a4-35beefd1f68a,2023-04-15,6573.0,Home,487.81,9
ea8a5da0-c5fb-4c62-a361-8d3eab81c60c,2023-03-04,5382.0,Electronics,309.61,3
0e3db540-88fc-4b89-84af-81f876a29c81,2023-06-10,4110.0,Toys,16.47,4
b118105b-a231-4455-8190-1a51a3e89d7f,2023-01-26,5609.0,Toys,0.0,5
5081662c-e274-4496-ba9c-332909e1fb6b,2023-07-07,1741.0,Clothing,196.24,10
daa588eb-d818-4236-8a6a-592cc3d41649,2023-02-19,7453.0,Home,257.02,3
33c6e8c0-abbf-4f57-ad0b-49639c868a59,2023-09-23,8487.0,Clothing,85.44,5
7607cd7a-949d-4658-96ed-e27dea38c27c,2023-09-18,9721.0,Toys,338.53,1
49884ded-c444-40bd-8b52-2fb04043cc5f,2023-12-02,4728.0,Clothing,388.43,4
8f417b8a-6ec3-495a-817f-b32edbc9c7ae,2030-03-31,2800.0,Toys,208.14,1
0a565358-9939-4ebe-9308-b60c07c54926,2023-10-15,6325.0,Toys,456.5,5
be90f7c2-8328-4830-bde5-0999feae6602,2023-05-07,5571.0,Home,346.67,9
b1b2059a-9fa2-4ee4-85ce-9b28cde5d568,2023-05-21,5715.0,Toys,175.84,1
7971c355-5026-45ca-9db5-f7ed185245a1,2023-06-27,8247.0,Clothing,466.85,10
80f57621-81d8-4045-9fe2-e55d40c30d0a,2023-01-26,9700.0,Electronics,54.77,3254
353930cf-d88e-4d2a-b630-ca29d3fa8231,2023-12-01,8793.0,Home,454.43,9
13bcb052-046b-45a5-8647-b9aef5be409d,2023-01-20,3868.0,Electronics,250.22,5
bb6d6fb2-5a72-438e-9b08-502d7b1cdcd8,,2758.0,Toys,249.49,8
004dcc1b-affe-4dc5-ae01-07a0820615fe,2023-06-19,3662.0,Clothing,-33.48,4
2fea518d-2866-4ac1-9e23-42868744d095,2023-07-27,8007.0,Clothin,241.34,2571
cc231e69-099c-4ace-81bd-d8b4b2fd3a38,2023-06-18,5947.0,Home,35.75,7
ce7edb8c-09bd-4782-8362-e6d13f7b60b4,2023-12-27,6095.0,Home,478.89,10
3f97d04f-02c0-4c0b-a448-52881c3e4e64,2023-08-30,9806.0,Clothing,394.75,6
d6db2aef-54ff-4986-873f-0c7615f64043,2023-02-01,9972.0,Clothing,223.71,8
417dbbf2-cbfd-4984-8e33-fff643bd8fac,2023-01-29,8429.0,Electronics,157.54,-3
5936a183-0cb5-444b-bb1d-5286da22f817,2023-10-24,2196.0,Electronics,447.64,5
d9660778-3a06-4e36-8111-5e0838a3ff57,2023-11-25,7887.0,Toys,190.94,9
7497ac3a-01a5-4c87-8dd3-41265e6ea00a,2023-03-02,3924.0,Clothing,6.72,-3
0bb77b60-ad99-4d38-8f9b-2c0c0a77ee4a,2023-08-06,9715.0,Toys,469.02,7
3b190339-eafc-4489-b010-1f98d3c15086,2023-01-09,4943.0,Electronics,436.75,8
1ef1d14c-fa04-4cda-aea4-676297e7a148,2023-01-29,3295.0,Home,410.1,9
1792723e-45cd-4d42-a3bb-56f7de0b380e,2023-02-01,3869.0,Toys,323.44,7
ad8dcdff-48bf-4ef3-aa42-bb93ecb54975,2023-04-05,9813.0,Home,234.2,7
d8e44b2a-2f06-44de-84ba-4f325ca350e8,2023-05-05,5177.0,Toys,363.67,10
13a9d031-c744-4032-860c-0af7dc2d998a,2023-04-07,4555.0,Home,109.84,8
8e0d6da9-4f69-4fa5-98f3-292660824c62,2023-12-27,4350.0,Home,269.16,9
8e10b0fd-b5aa-4b81-bbc3-ae9955ad74b4,2023-08-29,6246.0,Toys,371.92,-1
f8ccf18f-8b7f-41f7-82bd-909e9fcbfc67,2023-08-02,5836.0,Toys,277.57,8
65137f58-b211-423c-89af-cf0d805ee2c0,2023-09-09,8550.0,Clothing,96.1,1
be58e553-8470-429d-a33f-0e1df4726187,2023-02-08,1794.0,Clothing,113.27,10
936fd86d-c537-40d5-8699-f83cbf432fec,2023-01-09,1108.0,Electronics,488.85,0
162733b6-919f-4cc9-8dd7-cb3f4e2fce92,2023-04-02,2753.0,Clothing,408.53,6
ca4f59ad-ba12-4aaf-8d99-249fedbb1228,2023-05-05,4700.0,Electronics,380.99,9
e276b008-f490-496e-bc71-0c7eefe06ee5,2023-12-26,3807.0,Home,52.2,4
522b9117-bacb-4cce-9f14-78dbc214b4f1,2023-10-18,8790.0,Home,21.29,4
f000bdd3-bf13-4957-8774-4176244d2bb9,2023-12-31,7525.0,Clothing,340.13,3
fed175c4-cecd-4d45-91f7-ed305fc43bdf,2023-02-10,9204.0,Electronics,173.59,7
b83f1e12-2af7-4e54-94ec-b39955e7b02e,2023-11-21,5478.0,Clothing,218.76,2
dfc844d8-e521-4228-997d-2aa3c2f06b92,2023-05-07,2204.0,Clothing,57.74,-3
bb35f02f-9dee-486c-8e74-e7256824e600,2023-02-22,3170.0,Toys,279.34,7
8c65957e-87f8-4547-8857-86b4be6ccb02,2030-02-22,7353.0,Clothing,193.46,8
c8c9e749-cc31-4007-bbdf-174839274b39,2023-05-22,7899.0,Home,314.39,2
451595c2-4aa0-4734-a888-a9c26fd475c2,,7483.0,Home,412.65,5
5904aab5-8cb7-4756-b1ba-d548309e6bb6,2023-04-13,8848.0,Home,248.05,7
740bb812-b90b-4138-8151-ed6de3161bde,2023-07-06,2865.0,Clothing,476.74,8
4b5b1bab-4a87-4782-84b2-4ee9a765d317,2023-02-05,7703.0,Home,359.04,10
96f9a14d-e4bb-45dc-bafa-5266b3bd1159,2023-09-17,7853.0,Home,298.94,4
5dabb43b-ed4f-4646-b9ba-f50b77d293c5,2023-11-28,1725.0,Toys,399.13,4
3b87ca3c-c57e-4532-8101-89374791a382,2023-10-25,4621.0,Clothing,56.75,2
459a9668-9b48-465c-a082-724c05240b29,2023-06-28,6110.0,Toys,362.39,1
b3394eb6-289f-4f1a-a643-15bc22e4f17c,2023-06-25,2791.0,Clothing,168.84,7
e5552212-b95d-416d-8b00-164f0ce8fe1d,2023-12-03,8080.0,Clothing,7.2,2
25a960e8-5844-46e3-9810-e088588e02e3,2023-10-02,4063.0,Electronics,266.22,10
aa7cfd48-f84d-465d-a30b-785d91dfce9c,2023-06-30,8501.0,Home,337.69,2
c9acae7f-076d-47ee-9641-a6313d251657,2023-09-19,7364.0,Toys,271.0,3
4b989602-d54b-4d1e-bb57-afe02ba16560,2023-03-13,4065.0,Electronics,244.88,9
b8eb34fc-5cc9-4831-84d1-bf8a09554c22,2023-12-17,9056.0,Toys,398.96,4
35857353-6dbf-47b0-bca7-03d8db3b6641,2023-08-23,9115.0,Electronics,495.49,8
f06154e3-d05b-4e51-9fe6-a65905e5ed89,2023-02-22,5055.0,Toys,48.06,4
66c3b1c5-9e0a-4afd-8898-4bb137ae00d3,2023-12-19,6744.0,Toys,107.28,6
c4567464-963c-4fb2-8a2a-7daddc5a0587,2023-03-28,6302.0,Home,450.58,7
042ab51e-b463-4114-b550-60e554619d4f,2023-12-02,3078.0,Clothing,381.93,10
7c3d419b-cd49-4da9-8094-5b2de188477e,2023-07-12,8405.0,Electronics,348.88,8
3d17c70e-ab43-49e1-a271-a5a6d3aee2df,,2526.0,Home,201.87,8
63bd3282-59a4-4457-827c-bfda5942d820,2023-06-22,9967.0,Toys,382.32,8
a54f53c8-a701-4005-aaa0-da17b4bb32f5,2030-01-21,8230.0,Toys,70.3,5
6aa75a38-0966-4c3d-9feb-b72a14ab1723,2023-02-12,7092.0,Electronics,351.22,2
a4291376-6582-4271-8c6c-b1efd60eae70,2030-03-03,2276.0,Toys,-15.92,7
2ca1fbe0-ad52-4840-bf36-16e6933d6c46,2023-04-28,7276.0,Electronics,72.88,3
52e5b35e-aa55-4f6b-bfa1-d25de0d6edc0,2023-02-05,9691.0,Clothing,315.9,8
1bc2ba6b-e07b-49e1-9104-ca26989446f4,2023-02-21,3293.0,Toys,396.58,4
422921a7-1c1c-4955-9c04-dbdce79f6838,2023-11-08,5668.0,Home,98.38,4
821ca778-c699-4a6a-8781-d7e9fdbada50,2023-09-13,2163.0,Home,431.1,3
248bf8c1-e016-4686-9d4c-63ad4ee45cc2,2023-02-07,1273.0,Clothing,395.7,9
8d889218-c4ac-4722-a964-419677226a00,2023-07-25,2350.0,Clothing,258.1,9
41aac333-a2ef-4795-a7ac-93ccebaeca4e,2023-11-29,2083.0,Clothing,220.07,5
1a4b8601-e224-4b01-a9e9-07d21cc689d2,2023-03-31,,Electronics,263.89,3
087fc437-6802-4f99-9d92-51e6fe687bb7,2023-05-18,2934.0,,135.16,8
0b2cd082-1e3d-4b5b-a6ba-57addc919164,2023-09-13,3734.0,Electronics,62.09,4517
5b2a7655-9137-4bd9-8f57-7b6106e27680,2023-08-30,6963.0,Electronics,371.63,7
d5c858d4-ba88-4a60-8382-ec2296c3fc1a,2023-02-09,7108.0,Electronics,490.8,8
20ada12a-f704-4ca9-82cc-a6edac3398e2,2023-06-09,6362.0,Home,155.44,10
7d707e10-05e3-48cb-b48e-6681d125405c,2023-04-11,9954.0,Electronics,273.06,1
401d2a4e-453e-45ac-af09-439871bc9e7f,,7164.0,Electronics,212.81,3
2371b25f-dfbe-4955-8dde-70351920dffc,2023-04-29,9515.0,Toys,52.31,2
3a01bc7e-32c5-43da-8cd5-1e0ef8fc6302,2023-12-06,3141.0,Home,416.79,4
485c4521-d073-4a2f-a64a-87f81743826b,2023-10-27,2785.0,Toys,182.35,8
8bbbb4aa-2afe-49fa-af44-37d525e656a1,2023-03-22,5984.0,Electronics,78.42,7
fdeea242-4a61-40c9-b92f-88143ad9daa3,2023-05-14,3848.0,Toys,51.89,2
50819310-811f-4a86-924c-f6df461d3280,2030-04-10,4641.0,Home,46.6,2
0a2fef5a-bea8-4e66-8ec3-873ad12025fb,2030-01-09,4239.0,Clothing,405.4,1
96cdb738-439c-4134-af3e-a4a54a1f46b9,2023-07-22,9128.0,Clothing,141.12,10
061127a2-f43e-40af-b2e1-23749fa21fb1,2023-06-01,9173.0,Electronics,212.52,4
1b523eca-9203-43a5-b097-fba2c56307e6,2023-01-10,7266.0,Toys,164.19,10
5f7e60ba-fbe5-48f2-af53-2c4a8ebe96b4,2023-05-24,1959.0,Home,487.12,5
ffc444a7-4189-495c-a751-3e5bfe809488,2023-01-29,4594.0,Toys,423.38,6
8fcc6785-0fb6-4602-9e78-112f793247f7,,6761.0,Clothing,485.34,1
2a57f490-6602-469b-9fc5-3d33179a2c91,2023-04-23,1326.0,Elctronics,359.88,6
56aca929-fcd9-4efe-9ee6-9922ceb9fc2e,2023-12-27,3320.0,Home,471.25,5
f2086255-2987-48df-aa1d-9e95582c74c9,2023-08-12,8982.0,Home,91.8,3
8dab0ef5-507b-4301-98b5-971cec1c830b,,7415.0,Electronics,405.36,2
78fbd41f-22e5-4b69-8bf7-93c437e40269,2023-02-09,4899.0,Electronics,366.0,4
bece9eed-c4bd-4817-9909-4941cd4cc715,2023-05-12,2770.0,Toys,442.85,9
57624535-5a9c-47c2-82bb-9b1470ae883a,2023-10-23,4695.0,,134.26,7
6e7bb564-803c-4696-a179-9017b6268e15,2023-02-17,6536.0,Toys,328.55,1
742b5897-814e-4be2-979a-9ded62a9d0e6,2023-04-08,7705.0,Home,52.48,8
a7409d6d-bdfa-47a0-abb8-6cf90e83df08,2023-08-07,2435.0,Toys,89.56,2
875147c9-9687-4511-b83d-cbd2265cec3e,2023-09-08,5341.0,Clothing,97.36,5
81fca258-7093-4da8-9ab3-12b91769ee98,2023-02-01,3476.0,Electronics,209.92,1
a91a01f0-69e0-4f11-a317-245cc5ca4fc6,2023-08-03,9773.0,Clothing,451.87,9
67df3200-b152-411e-b2f4-90c517020840,2023-11-14,3415.0,Clothing,109.89,2
1a1191c0-5501-423e-b6bf-bb26fe2d88fb,2023-11-18,3422.0,Electronics,278.27,1
eaa0dd84-47e0-4d82-af51-030a8e0fde43,2023-09-25,7874.0,Electronics,54.99,6
5092c581-0364-4300-b813-61c87962c885,2023-12-02,8955.0,Clothing,306.28,6
91e9aab3-5faa-405b-b634-1aafc0fcd304,,8785.0,Electronics,158.92,2
54d5d6d8-1c9b-48ff-a121-90e968e006d2,2023-06-03,8259.0,Toys,223.65,8
42f45205-9ba6-418f-8b14-3f0f66962e2d,2023-01-29,9442.0,Clothin,426.39,4
83ce9b36-8c69-4f58-b762-158bed26d777,2023-01-30,5087.0,Home,412.64,2
d471fa9f-19ec-43ed-aa94-351eed1e8e42,2023-09-08,8308.0,Home,133.04,1
ac738530-3711-4c72-8911-26cf17663534,2023-10-20,4511.0,Clothing,14.93,1
4d03b10e-6c78-4ab1-9592-ce4714579c39,2023-03-30,1138.0,Home,141.31,8
961ef28f-0daf-42e7-828f-f9604566b72b,2023-12-13,9530.0,Electronics,-1.03,9
0e74de26-234b-4f2c-9c82-429b5ef5db84,2023-06-02,2771.0,Home,134.27,5
ea2407a0-0e88-438f-821a-be7315635c4b,2023-05-04,1930.0,Toys,362.04,5
28032926-9e25-4922-b9df-4586ddc0b294,2023-01-19,4111.0,Toys,256.12,9
a70c82b4-ed86-4ccc-82e2-785055236122,2023-03-07,5237.0,Clothing,328.95,5
e9e18b1c-6c09-4310-82d5-63f5b94b3b13,2023-07-10,5269.0,Electronics,293.87,4
ae625f09-ec85-4a2d-81b3-c35d0e1617c4,2023-07-15,9680.0,,174.62,8
292476d6-ff27-470d-a643-1788bd5ff462,2023-04-03,2324.0,Clothing,228.77,10
ed2ef1cc-3ee3-4bbb-9f65-9019991c9212,2023-02-15,3120.0,Toys,7.31,1
24769ab7-7ffc-42a7-a3c4-c3787ccc9e75,2023-09-29,,Clothin,175.45,10
8fa51541-b2ed-4fa1-8fb6-5815f5bf2250,2023-01-24,5885.0,Home,71.23,4
95e4831d-8a92-4516-8a9b-b82ef40e98c9,2023-07-26,1313.0,Clothing,254.79,1
568b0101-c0fc-4ebf-b877-aa275b874115,2023-10-01,1796.0,Electronics,0.0,7
bca4294b-b32d-45a9-9623-6aabe6e15c3b,2023-12-26,3508.0,Electronics,332.93,3
1101b7ce-0893-4434-ad95-361473237d4a,2023-09-19,2928.0,Toys,135.18,7
706b4923-ee89-47d3-8b86-c25920164905,,9132.0,Toys,0.0,10
7b5e836a-1348-47f4-96f3-07950ea75af7,2023-02-16,9383.0,Home,488.76,3
5a0cee9a-0b6f-4149-b022-44dec5a5ec61,2023-07-04,6123.0,Electronics,-43.22,8
c35cfb43-31b9-4962-b2f7-8b566f19e348,2023-02-17,7105.0,Toys,418.68,7
072f894a-f910-438a-90eb-352f0d71f5c9,2023-02-27,3171.0,,297.42,3
aa7c3802-96cb-4a0a-ade9-1277ccb1e87d,2023-11-10,1472.0,Clothing,444.36,6
